# LankaGlyphset rename report
# generated: 2026-06-11T08:53:46
# font: /tmp/AbhayaLibre.glyphs
# DRY_RUN: True
# total glyphs: 1203
# status counts: {'unchanged': 107, 'renamed': 701, 'skip': 388, 'ambiguous': 7}
# renamed but NOT in canonical YAML set (flagged): 386
# ambiguous (left untouched): 7
# feature-code replacements: {'classes': 0, 'featurePrefixes': 1779, 'features': 200} (total 1979)
#   featurePrefixes 'p1': 1779
#   features 'f0': 188
#   features 'f27': 12
#
old_name	new_name	status	in_standard	note
ra-uu-sinh	rUu-sinh	renamed	True	consonant+vowel-sign ligature
la-uu-sinh	lUu-sinh	renamed	True	consonant+vowel-sign ligature
va-uu-sinh	vUu-sinh	renamed	False	consonant+vowel-sign ligature
sha-uu-sinh	shUu-sinh	renamed	True	consonant+vowel-sign ligature
ssa-uu-sinh	ssUu-sinh	renamed	False	consonant+vowel-sign ligature
sa-uu-sinh	sUu-sinh	renamed	False	consonant+vowel-sign ligature
ha-uu-sinh	hUu-sinh	renamed	False	consonant+vowel-sign ligature
lla-uu-sinh	llUu-sinh	renamed	True	consonant+vowel-sign ligature
fa-uu-sinh	fUu-sinh	renamed	False	consonant+vowel-sign ligature
ka_ssa-uu-sinh	kSsUu-sinh	renamed	False	consonant+vowel-sign ligature
ka_va-uu-sinh	kVUu-sinh	renamed	False	consonant+vowel-sign ligature
ta_va-uu-sinh	tVUu-sinh	renamed	False	consonant+vowel-sign ligature
ta_tha-uu-sinh	tThUu-sinh	renamed	False	consonant+vowel-sign ligature
na_da-uu-sinh	nDUu-sinh	renamed	False	consonant+vowel-sign ligature
na_dha-uu-sinh	nDhUu-sinh	renamed	False	consonant+vowel-sign ligature
na_va-uu-sinh	nVUu-sinh	renamed	False	consonant+vowel-sign ligature
na_tha-uu-sinh	nThUu-sinh	renamed	False	consonant+vowel-sign ligature
ga_dha-uu-sinh	gDhUu-sinh	renamed	False	consonant+vowel-sign ligature
da_va-uu-sinh	dVUu-sinh	renamed	False	consonant+vowel-sign ligature
da_dha-uu-sinh	dDhUu-sinh	renamed	False	consonant+vowel-sign ligature
tta_ttha-uu-sinh	ttTthUu-sinh	renamed	False	consonant+vowel-sign ligature
nya_ca-uu-sinh	nyCUu-sinh	renamed	False	consonant+vowel-sign ligature
nya_cha-uu-sinh	nyChUu-sinh	renamed	False	consonant+vowel-sign ligature
ca_ca-uu-sinh	cCUu-sinh	renamed	False	consonant+vowel-sign ligature
ba_ba-uu-sinh	bBUu-sinh	renamed	False	consonant+vowel-sign ligature
ra-ae-sign-sinh	rAe-sinh	renamed	True	consonant+vowel-sign ligature
ra-aae-sign-sinh	rAae-sinh	renamed	True	consonant+vowel-sign ligature
ka-rakar-sinh	kRa-sinh	renamed	False	rakar ligature
kha-rakar-sinh	khRa-sinh	renamed	False	rakar ligature
ga-rakar-sinh	gRa-sinh	renamed	False	rakar ligature
gha-rakar-sinh	ghRa-sinh	renamed	False	rakar ligature
ca-rakar-sinh	cRa-sinh	renamed	False	rakar ligature
ja-rakar-sinh	jRa-sinh	renamed	False	rakar ligature
jha-rakar-sinh	jhRa-sinh	renamed	False	rakar ligature
nya-rakar-sinh	nyRa-sinh	renamed	True	rakar ligature
jnya-rakar-sinh	jnyRa-sinh	renamed	False	rakar ligature
nyja-rakar-sinh	nyjRa-sinh	renamed	False	rakar ligature
tta-rakar-sinh	ttRa-sinh	renamed	False	rakar ligature
dda-rakar-sinh	ddRa-sinh	renamed	False	rakar ligature
ta-rakar-sinh	tRa-sinh	renamed	False	rakar ligature
da-rakar-sinh	dRa-sinh	renamed	True	rakar ligature
dha-rakar-sinh	dhRa-sinh	renamed	False	rakar ligature
nda-rakar-sinh	ndRa-sinh	renamed	False	rakar ligature
pa-rakar-sinh	pRa-sinh	renamed	False	rakar ligature
ba-rakar-sinh	bRa-sinh	renamed	False	rakar ligature
bha-rakar-sinh	bhRa-sinh	renamed	False	rakar ligature
ma-rakar-sinh	mRa-sinh	renamed	False	rakar ligature
va-rakar-sinh	vRa-sinh	renamed	False	rakar ligature
sha-rakar-sinh	shRa-sinh	renamed	False	rakar ligature
ssa-rakar-sinh	ssRa-sinh	renamed	False	rakar ligature
sa-rakar-sinh	sRa-sinh	renamed	False	rakar ligature
ha-rakar-sinh	hRa-sinh	renamed	False	rakar ligature
fa-rakar-sinh	fRa-sinh	renamed	False	rakar ligature
na_da-rakar-sinh	nDRa-sinh	renamed	True	rakar ligature
ka-rakar-al-sinh	kR-sinh	renamed	False	rakar ligature
kha-rakar-al-sinh	khR-sinh	renamed	False	rakar ligature
ga-rakar-al-sinh	gR-sinh	renamed	False	rakar ligature
gha-rakar-al-sinh	ghR-sinh	renamed	False	rakar ligature
ca-rakar-al-sinh	cR-sinh	renamed	False	rakar ligature
ja-rakar-al-sinh	jR-sinh	renamed	False	rakar ligature
jha-rakar-al-sinh	jhR-sinh	renamed	False	rakar ligature
nya-rakar-al-sinh	nyR-sinh	renamed	False	rakar ligature
jnya-rakar-al-sinh	jnyR-sinh	renamed	False	rakar ligature
nyja-rakar-al-sinh	nyjR-sinh	renamed	False	rakar ligature
tta-rakar-al-sinh	ttR-sinh	renamed	False	rakar ligature
dda-rakar-al-sinh	ddR-sinh	renamed	False	rakar ligature
ta-rakar-al-sinh	tR-sinh	renamed	False	rakar ligature
da-rakar-al-sinh	dR-sinh	renamed	False	rakar ligature
dha-rakar-al-sinh	dhR-sinh	renamed	False	rakar ligature
pa-rakar-al-sinh	pR-sinh	renamed	False	rakar ligature
ba-rakar-al-sinh	bR-sinh	renamed	False	rakar ligature
bha-rakar-al-sinh	bhR-sinh	renamed	False	rakar ligature
ma-rakar-al-sinh	mR-sinh	renamed	False	rakar ligature
va-rakar-al-sinh	vR-sinh	renamed	False	rakar ligature
sha-rakar-al-sinh	shR-sinh	renamed	False	rakar ligature
ssa-rakar-al-sinh	ssR-sinh	renamed	False	rakar ligature
sa-rakar-al-sinh	sR-sinh	renamed	False	rakar ligature
ha-rakar-al-sinh	hR-sinh	renamed	False	rakar ligature
fa-rakar-al-sinh	fR-sinh	renamed	False	rakar ligature
ka-rakar-i-sinh	kRI-sinh	renamed	False	rakar ligature
kha-rakar-i-sinh	khRI-sinh	renamed	False	rakar ligature
ga-rakar-i-sinh	gRI-sinh	renamed	False	rakar ligature
gha-rakar-i-sinh	ghRI-sinh	renamed	False	rakar ligature
ca-rakar-i-sinh	cRI-sinh	renamed	False	rakar ligature
ja-rakar-i-sinh	jRI-sinh	renamed	False	rakar ligature
jha-rakar-i-sinh	jhRI-sinh	renamed	False	rakar ligature
nya-rakar-i-sinh	nyRI-sinh	renamed	False	rakar ligature
jnya-rakar-i-sinh	jnyRI-sinh	renamed	False	rakar ligature
tta-rakar-i-sinh	ttRI-sinh	renamed	False	rakar ligature
dda-rakar-i-sinh	ddRI-sinh	renamed	False	rakar ligature
ta-rakar-i-sinh	tRI-sinh	renamed	False	rakar ligature
da-rakar-i-sinh	dRI-sinh	renamed	False	rakar ligature
dha-rakar-i-sinh	dhRI-sinh	renamed	False	rakar ligature
pa-rakar-i-sinh	pRI-sinh	renamed	False	rakar ligature
ba-rakar-i-sinh	bRI-sinh	renamed	False	rakar ligature
bha-rakar-i-sinh	bhRI-sinh	renamed	False	rakar ligature
ma-rakar-i-sinh	mRI-sinh	renamed	False	rakar ligature
va-rakar-i-sinh	vRI-sinh	renamed	False	rakar ligature
sha-rakar-i-sinh	shRI-sinh	renamed	False	rakar ligature
ssa-rakar-i-sinh	ssRI-sinh	renamed	False	rakar ligature
sa-rakar-i-sinh	sRI-sinh	renamed	False	rakar ligature
ha-rakar-i-sinh	hRI-sinh	renamed	False	rakar ligature
fa-rakar-i-sinh	fRI-sinh	renamed	False	rakar ligature
na_da-rakar-i-sinh	nDRI-sinh	renamed	False	rakar ligature
ka-rakar-ii-sinh	kRIi-sinh	renamed	False	rakar ligature
kha-rakar-ii-sinh	khRIi-sinh	renamed	False	rakar ligature
ga-rakar-ii-sinh	gRIi-sinh	renamed	False	rakar ligature
gha-rakar-ii-sinh	ghRIi-sinh	renamed	False	rakar ligature
ca-rakar-ii-sinh	cRIi-sinh	renamed	False	rakar ligature
ja-rakar-ii-sinh	jRIi-sinh	renamed	False	rakar ligature
jha-rakar-ii-sinh	jhRIi-sinh	renamed	False	rakar ligature
nya-rakar-ii-sinh	nyRIi-sinh	renamed	False	rakar ligature
jnya-rakar-ii-sinh	jnyRIi-sinh	renamed	False	rakar ligature
tta-rakar-ii-sinh	ttRIi-sinh	renamed	False	rakar ligature
dda-rakar-ii-sinh	ddRIi-sinh	renamed	False	rakar ligature
ta-rakar-ii-sinh	tRIi-sinh	renamed	False	rakar ligature
da-rakar-ii-sinh	dRIi-sinh	renamed	False	rakar ligature
dha-rakar-ii-sinh	dhRIi-sinh	renamed	False	rakar ligature
pa-rakar-ii-sinh	pRIi-sinh	renamed	False	rakar ligature
ba-rakar-ii-sinh	bRIi-sinh	renamed	False	rakar ligature
bha-rakar-ii-sinh	bhRIi-sinh	renamed	False	rakar ligature
ma-rakar-ii-sinh	mRIi-sinh	renamed	False	rakar ligature
va-rakar-ii-sinh	vRIi-sinh	renamed	False	rakar ligature
sha-rakar-ii-sinh	shRIi-sinh	renamed	False	rakar ligature
ssa-rakar-ii-sinh	ssRIi-sinh	renamed	False	rakar ligature
sa-rakar-ii-sinh	sRIi-sinh	renamed	False	rakar ligature
ha-rakar-ii-sinh	hRIi-sinh	renamed	False	rakar ligature
fa-rakar-ii-sinh	fRIi-sinh	renamed	False	rakar ligature
na_da-rakar-ii-sinh	nDRIi-sinh	renamed	False	rakar ligature
ka-repha-sinh	ka_repha-sinh	renamed	False	repaya (repha) combination
kha-repha-sinh	kha_repha-sinh	renamed	False	repaya (repha) combination
ga-repha-sinh	ga_repha-sinh	renamed	False	repaya (repha) combination
gha-repha-sinh	gha_repha-sinh	renamed	False	repaya (repha) combination
nga-repha-sinh	nga_repha-sinh	renamed	False	repaya (repha) combination
ngga-repha-sinh	nnga_repha-sinh	renamed	False	repaya (repha) combination
ca-repha-sinh	ca_repha-sinh	renamed	False	repaya (repha) combination
cha-repha-sinh	cha_repha-sinh	renamed	False	repaya (repha) combination
ja-repha-sinh	ja_repha-sinh	renamed	False	repaya (repha) combination
jha-repha-sinh	jha_repha-sinh	renamed	False	repaya (repha) combination
nya-repha-sinh	nya_repha-sinh	renamed	False	repaya (repha) combination
jnya-repha-sinh	jnya_repha-sinh	renamed	False	repaya (repha) combination
nyja-repha-sinh	nyja_repha-sinh	renamed	False	repaya (repha) combination
tta-repha-sinh	tta_repha-sinh	renamed	False	repaya (repha) combination
ttha-repha-sinh	ttha_repha-sinh	renamed	False	repaya (repha) combination
dda-repha-sinh	dda_repha-sinh	renamed	False	repaya (repha) combination
ddha-repha-sinh	ddha_repha-sinh	renamed	False	repaya (repha) combination
nna-repha-sinh	nna_repha-sinh	renamed	False	repaya (repha) combination
nndda-repha-sinh	nndda_repha-sinh	renamed	False	repaya (repha) combination
ta-repha-sinh	ta_repha-sinh	renamed	False	repaya (repha) combination
tha-repha-sinh	tha_repha-sinh	renamed	False	repaya (repha) combination
da-repha-sinh	da_repha-sinh	renamed	False	repaya (repha) combination
dha-repha-sinh	dha_repha-sinh	renamed	False	repaya (repha) combination
na-repha-sinh	na_repha-sinh	renamed	False	repaya (repha) combination
nda-repha-sinh	nda_repha-sinh	renamed	False	repaya (repha) combination
pa-repha-sinh	pa_repha-sinh	renamed	False	repaya (repha) combination
pha-repha-sinh	pha_repha-sinh	renamed	False	repaya (repha) combination
ba-repha-sinh	ba_repha-sinh	renamed	False	repaya (repha) combination
bha-repha-sinh	bha_repha-sinh	renamed	False	repaya (repha) combination
ma-repha-sinh	ma_repha-sinh	renamed	False	repaya (repha) combination
mba-repha-sinh	mba_repha-sinh	renamed	False	repaya (repha) combination
ya-repha-sinh	ya_repha-sinh	renamed	False	repaya (repha) combination
ra-repha-sinh	ra_repha-sinh	renamed	False	repaya (repha) combination
la-repha-sinh	la_repha-sinh	renamed	False	repaya (repha) combination
va-repha-sinh	va_repha-sinh	renamed	False	repaya (repha) combination
sha-repha-sinh	sha_repha-sinh	renamed	False	repaya (repha) combination
ssa-repha-sinh	ssa_repha-sinh	renamed	False	repaya (repha) combination
sa-repha-sinh	sa_repha-sinh	renamed	False	repaya (repha) combination
ha-repha-sinh	ha_repha-sinh	renamed	False	repaya (repha) combination
lla-repha-sinh	lla_repha-sinh	renamed	False	repaya (repha) combination
fa-repha-sinh	fa_repha-sinh	renamed	False	repaya (repha) combination
ka_ssa-repha-sinh	kSsa_repha-sinh	renamed	False	repaya (repha) combination
ka_va-repha-sinh	kVa_repha-sinh	renamed	False	repaya (repha) combination
ta_va-repha-sinh	tVa_repha-sinh	renamed	False	repaya (repha) combination
ta_tha-repha-sinh	tTha_repha-sinh	renamed	False	repaya (repha) combination
na_da-repha-sinh	nDa_repha-sinh	renamed	False	repaya (repha) combination
na_dha-repha-sinh	nDha_repha-sinh	renamed	False	repaya (repha) combination
na_va-repha-sinh	nVa_repha-sinh	renamed	False	repaya (repha) combination
na_tha-repha-sinh	nTha_repha-sinh	renamed	False	repaya (repha) combination
ga_dha-repha-sinh	gDha_repha-sinh	renamed	False	repaya (repha) combination
da_va-repha-sinh	dVa_repha-sinh	renamed	False	repaya (repha) combination
da_dha-repha-sinh	dDha_repha-sinh	renamed	False	repaya (repha) combination
tta_ttha-repha-sinh	ttTtha_repha-sinh	renamed	False	repaya (repha) combination
nya_ca-repha-sinh	nyCa_repha-sinh	renamed	False	repaya (repha) combination
nya_cha-repha-sinh	nyCha_repha-sinh	renamed	False	repaya (repha) combination
ca_ca-repha-sinh	cCa_repha-sinh	renamed	False	repaya (repha) combination
ba_ba-repha-sinh	bBa_repha-sinh	renamed	False	repaya (repha) combination
yansa-sign.i-sinh	yasign_isign-sinh	renamed	False	yansaya combination
yansa-sign.ii-sinh	yasign_iisign-sinh	renamed	False	yansaya combination
yansa-sign.repha-sinh	yasign_repha-sinh	renamed	False	yansaya combination
yansa-sign-sinh	yasign-sinh	renamed	True	standalone sign
yansa-sign-repha-aa-sinh	yasign_repha_aasign-sinh	renamed	False	yansaya combination
yansa-sign-uu-sinh	yasign_uusign-sinh	renamed	False	yansaya combination
yansa-sign-u-sinh	yasign_usign-sinh	renamed	False	yansaya combination
yansa-sign-repha-u-sinh	yasign_repha_usign-sinh	renamed	False	yansaya combination
yansa-sign-repha-uu-sinh	yasign_repha_uusign-sinh	renamed	False	yansaya combination
yansa-sign.al-sinh	yasign_virama-sinh	renamed	False	yansaya combination
da-ae.ss01-sinh	dae._c-sinh	renamed	True	ss01 below-base vowel form
da-aae.ss01-sinh	daae._c-sinh	renamed	True	ss01 below-base vowel form
da-aa.ss01-sinh	daa._c-sinh	renamed	True	ss01 below-base vowel form
da-vocalicR.ss01-sinh	dvocalicr._c-sinh	renamed	True	ss01 below-base vowel form
da-vocalicRr.ss01-sinh	dvocalicrr._c-sinh	renamed	True	ss01 below-base vowel form
da-yansa.post.ss01-sinh	dya._c-sinh	renamed	True	ss01 yansa below-base form
da-yansa-aa.post.ss01-sinh	dyaa._c-sinh	renamed	True	ss01 yansa below-base form
da-yansa-u.post.ss01-sinh	dyU._c-sinh	renamed	True	ss01 yansa below-base form
da-yansa-oo.post.ss01-sinh	da_yansa_oosign-sinh	renamed	False	explicit override
da-yansa-uu.post.ss01-sinh	dyUu._c-sinh	renamed	True	ss01 yansa below-base form
nda-ae.ss01-sinh	ndae._c-sinh	renamed	False	ss01 below-base vowel form
nda-aa.ss01-sinh	ndaa._c-sinh	renamed	False	ss01 below-base vowel form
nda-aae.ss01-sinh	ndaae._c-sinh	renamed	False	ss01 below-base vowel form
jnya-ae.ss01-sinh	jnyae._c-sinh	renamed	False	ss01 below-base vowel form
jnya-aae.ss01-sinh	jnyaae._c-sinh	renamed	False	ss01 below-base vowel form
jnya-aa.ss01-sinh	jnyaa._c-sinh	renamed	False	ss01 below-base vowel form
nya-ae.ss01-sinh	nyae._c-sinh	renamed	True	ss01 below-base vowel form
nya-aae.ss01-sinh	nyaae._c-sinh	renamed	True	ss01 below-base vowel form
nya-aa.ss01-sinh	nyaa._c-sinh	renamed	True	ss01 below-base vowel form
na_da-aa.ss01-sinh	nDaa._c-sinh	renamed	True	ss01 below-base vowel form
na_da-aae.ss01-sinh	nDaae._c-sinh	renamed	True	ss01 below-base vowel form
na_da-ae.ss01-sinh	nDae._c-sinh	renamed	True	ss01 below-base vowel form
da-aa.al.ss01-sinh	daa_virama._c-sinh	renamed	True	ss01 below-base vowel form
nda-aa.al.ss01-sinh	ndaa_virama._c-sinh	renamed	False	ss01 below-base vowel form
jnya-aa.al.ss01-sinh	jnyaa_virama._c-sinh	renamed	False	ss01 below-base vowel form
nya-aa.al.ss01-sinh	nyaa_virama._c-sinh	renamed	True	ss01 below-base vowel form
na_da-aa.al.ss01-sinh	nDaa_virama._c-sinh	renamed	True	ss01 below-base vowel form
da-rakar-aa.ss01-sinh	dRaa._c-sinh	renamed	True	ss01 rakar below-base form
nda-rakar-aa.ss01-sinh	ndRaa._c-sinh	renamed	False	ss01 rakar below-base form
anusvara_sha-sinh	anusvarayaSha-sinh	renamed	True	anusvaraya + sha
anusvara_sha-i-sinh	anusvarayaShI-sinh	renamed	False	anusvarayaSha + vowel sign
anusvara_sha-al-sinh	anusvarayaSh-sinh	renamed	False	anusvarayaSha + virama
anusvara_sha-ii-sinh	anusvarayaShIi-sinh	renamed	False	anusvarayaSha + vowel sign
anusvara_sha-u-sinh	anusvarayaShU-sinh	renamed	False	anusvarayaSha + vowel sign
anusvara_sha-uu-sinh	anusvarayaShUu-sinh	renamed	False	anusvarayaSha + vowel sign
A	A	skip		not a Sinhala (-sinh) glyph
Aacute	Aacute	skip		not a Sinhala (-sinh) glyph
Abreve	Abreve	skip		not a Sinhala (-sinh) glyph
Acircumflex	Acircumflex	skip		not a Sinhala (-sinh) glyph
Adieresis	Adieresis	skip		not a Sinhala (-sinh) glyph
Agrave	Agrave	skip		not a Sinhala (-sinh) glyph
Amacron	Amacron	skip		not a Sinhala (-sinh) glyph
Aogonek	Aogonek	skip		not a Sinhala (-sinh) glyph
Aring	Aring	skip		not a Sinhala (-sinh) glyph
Atilde	Atilde	skip		not a Sinhala (-sinh) glyph
AE	AE	skip		not a Sinhala (-sinh) glyph
B	B	skip		not a Sinhala (-sinh) glyph
C	C	skip		not a Sinhala (-sinh) glyph
Cacute	Cacute	skip		not a Sinhala (-sinh) glyph
Ccaron	Ccaron	skip		not a Sinhala (-sinh) glyph
Ccedilla	Ccedilla	skip		not a Sinhala (-sinh) glyph
D	D	skip		not a Sinhala (-sinh) glyph
Dcaron	Dcaron	skip		not a Sinhala (-sinh) glyph
Dcroat	Dcroat	skip		not a Sinhala (-sinh) glyph
Eth	Eth	skip		not a Sinhala (-sinh) glyph
E	E	skip		not a Sinhala (-sinh) glyph
Eacute	Eacute	skip		not a Sinhala (-sinh) glyph
Ecaron	Ecaron	skip		not a Sinhala (-sinh) glyph
Ecircumflex	Ecircumflex	skip		not a Sinhala (-sinh) glyph
Edieresis	Edieresis	skip		not a Sinhala (-sinh) glyph
Edotaccent	Edotaccent	skip		not a Sinhala (-sinh) glyph
Egrave	Egrave	skip		not a Sinhala (-sinh) glyph
Emacron	Emacron	skip		not a Sinhala (-sinh) glyph
Eogonek	Eogonek	skip		not a Sinhala (-sinh) glyph
F	F	skip		not a Sinhala (-sinh) glyph
G	G	skip		not a Sinhala (-sinh) glyph
Gbreve	Gbreve	skip		not a Sinhala (-sinh) glyph
Gcommaaccent	Gcommaaccent	skip		not a Sinhala (-sinh) glyph
H	H	skip		not a Sinhala (-sinh) glyph
I	I	skip		not a Sinhala (-sinh) glyph
Iacute	Iacute	skip		not a Sinhala (-sinh) glyph
Icircumflex	Icircumflex	skip		not a Sinhala (-sinh) glyph
Idieresis	Idieresis	skip		not a Sinhala (-sinh) glyph
Idotaccent	Idotaccent	skip		not a Sinhala (-sinh) glyph
Igrave	Igrave	skip		not a Sinhala (-sinh) glyph
Imacron	Imacron	skip		not a Sinhala (-sinh) glyph
Iogonek	Iogonek	skip		not a Sinhala (-sinh) glyph
J	J	skip		not a Sinhala (-sinh) glyph
K	K	skip		not a Sinhala (-sinh) glyph
Kcommaaccent	Kcommaaccent	skip		not a Sinhala (-sinh) glyph
L	L	skip		not a Sinhala (-sinh) glyph
Lacute	Lacute	skip		not a Sinhala (-sinh) glyph
Lcaron	Lcaron	skip		not a Sinhala (-sinh) glyph
Lcommaaccent	Lcommaaccent	skip		not a Sinhala (-sinh) glyph
Lslash	Lslash	skip		not a Sinhala (-sinh) glyph
M	M	skip		not a Sinhala (-sinh) glyph
N	N	skip		not a Sinhala (-sinh) glyph
Nacute	Nacute	skip		not a Sinhala (-sinh) glyph
Ncaron	Ncaron	skip		not a Sinhala (-sinh) glyph
Ncommaaccent	Ncommaaccent	skip		not a Sinhala (-sinh) glyph
Ntilde	Ntilde	skip		not a Sinhala (-sinh) glyph
O	O	skip		not a Sinhala (-sinh) glyph
Oacute	Oacute	skip		not a Sinhala (-sinh) glyph
Ocircumflex	Ocircumflex	skip		not a Sinhala (-sinh) glyph
Odieresis	Odieresis	skip		not a Sinhala (-sinh) glyph
Ograve	Ograve	skip		not a Sinhala (-sinh) glyph
Ohungarumlaut	Ohungarumlaut	skip		not a Sinhala (-sinh) glyph
Omacron	Omacron	skip		not a Sinhala (-sinh) glyph
Oslash	Oslash	skip		not a Sinhala (-sinh) glyph
Otilde	Otilde	skip		not a Sinhala (-sinh) glyph
OE	OE	skip		not a Sinhala (-sinh) glyph
P	P	skip		not a Sinhala (-sinh) glyph
Thorn	Thorn	skip		not a Sinhala (-sinh) glyph
Q	Q	skip		not a Sinhala (-sinh) glyph
R	R	skip		not a Sinhala (-sinh) glyph
Racute	Racute	skip		not a Sinhala (-sinh) glyph
Rcaron	Rcaron	skip		not a Sinhala (-sinh) glyph
Rcommaaccent	Rcommaaccent	skip		not a Sinhala (-sinh) glyph
S	S	skip		not a Sinhala (-sinh) glyph
Sacute	Sacute	skip		not a Sinhala (-sinh) glyph
Scaron	Scaron	skip		not a Sinhala (-sinh) glyph
Scedilla	Scedilla	skip		not a Sinhala (-sinh) glyph
Scommaaccent	Scommaaccent	skip		not a Sinhala (-sinh) glyph
T	T	skip		not a Sinhala (-sinh) glyph
Tcaron	Tcaron	skip		not a Sinhala (-sinh) glyph
Tcedilla	Tcedilla	skip		not a Sinhala (-sinh) glyph
Tcommaaccent	Tcommaaccent	skip		not a Sinhala (-sinh) glyph
U	U	skip		not a Sinhala (-sinh) glyph
Uacute	Uacute	skip		not a Sinhala (-sinh) glyph
Ucircumflex	Ucircumflex	skip		not a Sinhala (-sinh) glyph
Udieresis	Udieresis	skip		not a Sinhala (-sinh) glyph
Ugrave	Ugrave	skip		not a Sinhala (-sinh) glyph
Uhungarumlaut	Uhungarumlaut	skip		not a Sinhala (-sinh) glyph
Umacron	Umacron	skip		not a Sinhala (-sinh) glyph
Uogonek	Uogonek	skip		not a Sinhala (-sinh) glyph
Uring	Uring	skip		not a Sinhala (-sinh) glyph
V	V	skip		not a Sinhala (-sinh) glyph
W	W	skip		not a Sinhala (-sinh) glyph
X	X	skip		not a Sinhala (-sinh) glyph
Y	Y	skip		not a Sinhala (-sinh) glyph
Yacute	Yacute	skip		not a Sinhala (-sinh) glyph
Ydieresis	Ydieresis	skip		not a Sinhala (-sinh) glyph
Z	Z	skip		not a Sinhala (-sinh) glyph
Zacute	Zacute	skip		not a Sinhala (-sinh) glyph
Zcaron	Zcaron	skip		not a Sinhala (-sinh) glyph
Zdotaccent	Zdotaccent	skip		not a Sinhala (-sinh) glyph
a	a	skip		not a Sinhala (-sinh) glyph
aacute	aacute	skip		not a Sinhala (-sinh) glyph
abreve	abreve	skip		not a Sinhala (-sinh) glyph
acircumflex	acircumflex	skip		not a Sinhala (-sinh) glyph
adieresis	adieresis	skip		not a Sinhala (-sinh) glyph
agrave	agrave	skip		not a Sinhala (-sinh) glyph
amacron	amacron	skip		not a Sinhala (-sinh) glyph
aogonek	aogonek	skip		not a Sinhala (-sinh) glyph
aring	aring	skip		not a Sinhala (-sinh) glyph
atilde	atilde	skip		not a Sinhala (-sinh) glyph
ae	ae	skip		not a Sinhala (-sinh) glyph
b	b	skip		not a Sinhala (-sinh) glyph
c	c	skip		not a Sinhala (-sinh) glyph
cacute	cacute	skip		not a Sinhala (-sinh) glyph
ccaron	ccaron	skip		not a Sinhala (-sinh) glyph
ccedilla	ccedilla	skip		not a Sinhala (-sinh) glyph
d	d	skip		not a Sinhala (-sinh) glyph
dcaron	dcaron	skip		not a Sinhala (-sinh) glyph
dcroat	dcroat	skip		not a Sinhala (-sinh) glyph
eth	eth	skip		not a Sinhala (-sinh) glyph
e	e	skip		not a Sinhala (-sinh) glyph
eacute	eacute	skip		not a Sinhala (-sinh) glyph
ecaron	ecaron	skip		not a Sinhala (-sinh) glyph
ecircumflex	ecircumflex	skip		not a Sinhala (-sinh) glyph
edieresis	edieresis	skip		not a Sinhala (-sinh) glyph
edotaccent	edotaccent	skip		not a Sinhala (-sinh) glyph
egrave	egrave	skip		not a Sinhala (-sinh) glyph
emacron	emacron	skip		not a Sinhala (-sinh) glyph
eogonek	eogonek	skip		not a Sinhala (-sinh) glyph
f	f	skip		not a Sinhala (-sinh) glyph
g	g	skip		not a Sinhala (-sinh) glyph
gbreve	gbreve	skip		not a Sinhala (-sinh) glyph
h	h	skip		not a Sinhala (-sinh) glyph
i	i	skip		not a Sinhala (-sinh) glyph
dotlessi	dotlessi	skip		not a Sinhala (-sinh) glyph
iacute	iacute	skip		not a Sinhala (-sinh) glyph
icircumflex	icircumflex	skip		not a Sinhala (-sinh) glyph
idieresis	idieresis	skip		not a Sinhala (-sinh) glyph
igrave	igrave	skip		not a Sinhala (-sinh) glyph
imacron	imacron	skip		not a Sinhala (-sinh) glyph
iogonek	iogonek	skip		not a Sinhala (-sinh) glyph
j	j	skip		not a Sinhala (-sinh) glyph
k	k	skip		not a Sinhala (-sinh) glyph
l	l	skip		not a Sinhala (-sinh) glyph
lacute	lacute	skip		not a Sinhala (-sinh) glyph
lcaron	lcaron	skip		not a Sinhala (-sinh) glyph
lslash	lslash	skip		not a Sinhala (-sinh) glyph
m	m	skip		not a Sinhala (-sinh) glyph
n	n	skip		not a Sinhala (-sinh) glyph
nacute	nacute	skip		not a Sinhala (-sinh) glyph
ncaron	ncaron	skip		not a Sinhala (-sinh) glyph
ntilde	ntilde	skip		not a Sinhala (-sinh) glyph
o	o	skip		not a Sinhala (-sinh) glyph
oacute	oacute	skip		not a Sinhala (-sinh) glyph
ocircumflex	ocircumflex	skip		not a Sinhala (-sinh) glyph
odieresis	odieresis	skip		not a Sinhala (-sinh) glyph
ograve	ograve	skip		not a Sinhala (-sinh) glyph
ohungarumlaut	ohungarumlaut	skip		not a Sinhala (-sinh) glyph
omacron	omacron	skip		not a Sinhala (-sinh) glyph
oslash	oslash	skip		not a Sinhala (-sinh) glyph
otilde	otilde	skip		not a Sinhala (-sinh) glyph
oe	oe	skip		not a Sinhala (-sinh) glyph
p	p	skip		not a Sinhala (-sinh) glyph
thorn	thorn	skip		not a Sinhala (-sinh) glyph
q	q	skip		not a Sinhala (-sinh) glyph
r	r	skip		not a Sinhala (-sinh) glyph
racute	racute	skip		not a Sinhala (-sinh) glyph
rcaron	rcaron	skip		not a Sinhala (-sinh) glyph
s	s	skip		not a Sinhala (-sinh) glyph
sacute	sacute	skip		not a Sinhala (-sinh) glyph
scaron	scaron	skip		not a Sinhala (-sinh) glyph
germandbls	germandbls	skip		not a Sinhala (-sinh) glyph
